time,p_u,t_u,rh_u,rh_u_cor,qh_u,wspd_u,wdir_u,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dshf_u,z_boom_u,z_stake,z_pt,z_pt_cor,precip_u,precip_u_cor,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,tilt_x,tilt_y,rot,gps_lat,gps_lon,gps_alt,gps_time,gps_geoid,gps_hdop,gps_numsat,gps_q,batt_v,batt_v_ini,batt_v_ss,fan_dc_u,freq_vw,t_log,t_rad
2020-02-25,777.3,-44.41,64.1,100.0,0.0617,2.627,133.6,3.24,0.0,4.1518,0.0,,155.2538,155.4084,1.0,-44.3394,-0.0215,-1.0128,0.3276,0.378,,,,,,,,,,,,,-5.6976,4.5132,,77.181809,61.115726,1883.0,235841.0,,0.8,,,12.17,,,8.98,,,-44.36
2020-02-26,787.5,-45.37,63.45,100.0,0.0544,2.26,133.5,3.7192,0.0,4.7326,0.0,,152.0986,152.2585,0.9932,-45.5076,0.0197,1.2256,1.8099,2.024,,,,,,,,,,,,,-5.6387,4.3924,,77.181805,61.115641,1884.0,235840.0,,0.81,,,12.17,,,8.98,,,-45.52
2020-02-27,784.7,-45.65,63.25,100.0,0.0528,2.499,132.4,5.0485,0.0,5.7832,0.0,,151.8261,151.9886,0.9993,-45.6085,-0.0107,-0.5747,0.3121,2.03,,,,,,,,,,,,,-5.7481,4.3969,,77.181812,61.115705,1888.0,235840.0,,0.73,,,12.17,,,,,,-45.62
2020-02-28,782.8,-46.07,62.95,100.0,0.0504,2.358,137.0,2.9471,0.0,4.2855,0.0,,150.9118,151.0308,1.0,-45.9683,-0.0178,-0.965,0.8862,0.346,,,,,,,,,,,,,-5.6686,4.4076,,77.181774,61.115645,1891.0,235839.0,,0.74,,,12.16,,,,,,-45.98
2020-02-29,782.9,-47.82,61.94,100.0,0.0408,2.285,137.6,4.4671,0.0,5.72,0.0,,145.8454,146.0221,0.9958,-47.875,0.0103,0.7692,0.3161,0.378,,,,,,,,,,,,,-5.8113,4.4707,,77.1818,61.115633,1890.0,235837.0,,0.76,,,12.15,,,,,,-47.89
2020-03-01,780.1,-48.71,61.37,100.0,0.0368,2.271,135.9,6.5182,0.0,7.4797,0.0,,142.6107,142.8035,0.9834,-49.1265,0.039,3.2894,1.7984,2.041,,,,,,,,,,,,,-5.7907,4.3135,,77.181821,61.115721,1887.0,235835.0,,0.77,,,12.15,,,,,,-49.15
2020-03-02,779.1,-48.47,61.4,100.0,0.0379,2.013,130.6,8.4835,0.0,9.178,0.0,,141.6944,141.9006,0.9633,-49.4813,0.0959,7.865,0.8707,2.039,,,,,,,,,,,,,-5.7743,4.1586,,77.181835,61.115605,1892.0,235834.0,,0.84,,,12.15,,,,,,-49.5
2020-03-03,778.1,-45.24,63.21,100.0,0.0559,2.208,132.3,9.4281,0.0,10.0813,0.0,,150.8926,151.1363,0.9734,-45.9272,0.1361,7.6137,0.4458,0.347,,,,,,,,,,,,,-5.7674,4.1976,,77.181782,61.115625,1888.0,235833.0,,0.8,,,12.16,,,8.78,,,-45.95
2020-03-04,779.7,-44.45,63.72,100.0,0.0613,2.763,138.0,6.175,0.0,7.9675,0.0,,154.953,155.0868,0.998,-44.4581,0.0016,0.2382,1.7953,0.373,,,,,,,,,,,,,-5.6941,4.2985,,77.18183,61.115629,1891.0,235832.0,,0.81,,,12.15,,,8.97,,,-44.47
2020-03-05,781.3,-38.88,67.12,100.0,0.1159,2.507,140.6,6.3111,0.0,7.9765,0.0,,170.8304,170.9839,1.0,-38.8102,-0.0356,-0.9363,0.339,0.348,,,,,,,,,,,,,-5.6245,4.2975,,77.181816,61.11563,1893.0,235830.0,,0.82,,,12.15,,,8.77,,,-38.83
2020-03-06,782.5,-40.59,66.17,100.0,0.0954,2.189,140.3,8.7608,0.0,9.7922,0.0,,165.4865,165.671,0.9955,-40.6518,0.0216,0.7444,0.4281,2.004,,,,,,,,,,,,,-5.6287,4.243,,77.181843,61.115625,1894.0,235830.0,,0.84,,,12.15,,,8.77,,,-40.67
2020-03-07,777.8,-45.42,63.29,100.0,0.0548,2.112,138.2,11.3258,0.0,12.1771,0.0,,151.8957,152.159,0.9923,-45.5436,0.0277,1.5498,0.3187,0.362,,,,,,,,,,,,,-5.5791,4.1716,,77.18183,61.1156,1892.0,235828.0,,0.85,,,12.15,,,,,,-45.57
2020-03-08,774.7,-45.42,63.17,100.0,0.055,2.429,140.7,9.0555,0.0,11.1292,0.0,,152.4053,152.5789,0.9988,-45.3878,-0.0079,-0.3974,0.3607,0.439,,,,,,,,,,,,,-5.6133,4.5047,,77.181794,61.11554,1887.0,235826.0,,0.8,,,12.14,,,9.17,,,-45.4
2020-03-09,778.0,-41.22,65.63,100.0,0.0893,2.455,145.0,9.1854,0.0,11.4363,0.0,,164.3649,164.5083,1.0,-41.0613,-0.065,-2.211,0.3133,1.972,,,,,,,,,,,,,-5.7499,4.5815,,77.181812,61.115707,1891.0,235825.0,,0.82,,,12.13,,,8.77,,,-41.08
2020-03-10,775.8,-46.33,62.69,100.0,0.0493,1.718,133.1,13.6568,0.0,13.4508,0.0,,147.6568,147.9571,0.9689,-47.131,0.1093,6.9158,0.421,0.343,,,,,,,,,,,,,-5.7537,4.6162,,77.181836,61.115552,1896.0,235824.0,,0.82,,,12.13,,,,,,-47.16
2020-03-11,780.4,-49.61,60.36,100.0,0.0329,1.355,128.0,15.3033,0.0,15.0316,0.0,,139.4253,139.6528,0.9714,-50.3721,0.062,5.6918,0.323,0.39,,,,,,,,,,,,,-6.1247,4.731,,77.181831,61.11557,1890.0,235823.0,,0.81,,,12.13,,,,,,-50.38
2020-03-12,782.2,-46.9,62.19,100.0,0.0456,1.782,127.0,15.3206,0.0,14.8148,0.0,,145.4151,145.6578,0.9592,-48.0149,0.1106,7.6654,0.7645,0.388,,,,,,,,,,,,,-6.0615,4.6571,,77.18182,61.11569,1883.0,235821.0,,0.81,,,12.13,,,8.78,,,-48.03
2020-03-13,786.8,-44.96,63.28,100.0,0.0572,2.046,130.4,15.208,0.0,14.1102,0.0,,151.5662,151.7406,0.9725,-45.7013,0.1093,6.0497,0.8985,0.351,,,,,,,,,,,,,-6.2029,4.8527,,77.18181,61.115679,1896.0,235821.0,,0.8,,,12.12,,,8.98,,,-45.71
2020-03-14,788.4,-45.01,63.26,100.0,0.0567,1.913,123.0,16.9151,0.0,14.2999,0.0,,151.2729,151.4473,0.9705,-45.8112,0.157,8.7138,0.3162,2.031,,,,,,,,,,,,,-6.1971,4.66,,77.181809,61.115631,1882.0,235819.0,,0.7,,,12.13,,,8.78,,,-45.82
2020-03-15,787.7,-46.37,62.46,100.0,0.0483,1.79,134.9,16.9844,0.0,14.6612,0.0,,147.2111,147.4154,0.9645,-47.3392,0.1327,8.6345,0.4283,0.361,,,,,,,,,,,,,-6.2302,4.4636,,77.181813,61.115699,1887.0,235817.0,,0.7,,,12.13,,,8.78,,,-47.36
2020-03-16,786.6,-37.71,67.7,100.0,0.1311,2.492,121.8,9.3761,0.0,11.7344,0.0,,177.5649,177.7681,1.0,-36.519,-0.5154,-11.6622,1.777,1.951,,,,,,,,,,,,,-6.1507,4.4213,,77.181809,61.11567,1888.0,235816.0,,0.7,,,12.11,,,9.56,,,-36.52
2020-03-17,783.0,-32.3,71.37,100.0,0.237,13.67,122.3,57.9376,0.0,47.7326,0.0,,132.5501,186.6907,0.3316,-33.0709,2.0039,30.0397,1.8245,1.98,,,,,,,,,,,,,-6.2597,4.3126,,77.181811,61.115655,1884.0,235816.0,,0.83,,,12.26,,,9.16,,,-32.56
2020-03-18,783.2,-39.64,66.92,100.0,0.1061,7.819,134.9,71.8371,0.0,51.5357,0.0,,115.2612,162.4064,0.3537,-41.2902,1.2016,39.2018,1.8215,2.005,,,,,,,,,,,,,-6.0714,4.3039,,77.181819,61.115619,1890.0,235815.0,,0.76,,,12.38,,,8.97,,,-39.91
2020-03-19,792.1,-41.66,65.59,100.0,0.0834,6.326,140.3,69.4107,0.0,51.5537,0.0,,122.8212,158.0034,0.5068,-42.9974,1.0443,41.6372,0.3259,0.387,,,,,,,,,,,,,-6.3987,4.5687,,77.181825,61.115671,1888.0,235814.0,,0.76,,,12.4,,,8.77,,,-41.73
2020-03-20,791.5,-40.58,66.23,100.0,0.0944,7.686,140.1,79.4627,0.0,57.4526,0.0,,115.0583,159.488,0.3791,-42.3596,1.1482,42.0503,1.8169,1.995,,,,,,,,,,,,,-6.2885,4.3219,,77.181822,61.115707,1893.0,235814.0,,0.76,,,12.36,,,9.17,,,-41.01
2020-03-21,782.7,-35.52,69.32,100.0,0.1677,8.02,140.0,78.3362,0.0,57.3713,0.0,,130.9439,174.4147,0.4148,-37.1925,1.8865,40.2468,1.7927,0.413,,,,,,,,,,,,,-6.3277,4.4161,,77.181808,61.11567,1888.0,235813.0,,0.76,,,12.47,,,9.76,,,-35.5
2020-03-22,781.6,-27.66,74.53,100.0,0.3847,6.786,153.2,37.6343,0.0,39.7651,0.0,,194.0016,204.0959,0.867,-28.1146,0.998,9.5518,1.7908,1.937,,,,,,,,,,,,,-6.3186,4.304,,77.1818,61.11561,1884.0,235812.0,,0.76,,,12.26,,,9.75,,,-27.56
2020-03-23,776.6,-29.67,73.57,100.0,0.3148,5.76,163.1,47.9896,0.0,51.0117,0.0,,162.1803,193.6244,0.5816,-31.1094,2.1018,24.7424,1.8288,0.469,,,,,,,,,,,,,-6.3405,4.5893,,77.181799,61.11561,1887.0,235813.0,,0.73,,,12.33,,,9.16,,,-29.93
2020-03-24,770.7,-35.62,69.82,100.0,0.1685,5.847,162.9,68.2842,0.4036,67.5339,0.343,,126.5548,172.3626,0.3664,-37.8598,1.7794,38.7357,1.8072,1.975,,,,,,,,,,,,,-6.143,5.0468,,77.181792,61.115636,1888.0,235812.0,,0.72,,,12.39,,,9.36,,,-35.73
2020-03-25,772.9,-37.9,68.32,100.0,0.1307,8.25,162.8,61.0745,0.8073,62.71,0.686,,127.2336,169.4092,0.445,-38.9045,0.9561,25.0118,1.8125,1.971,,,,,,,,,,,,,-5.967,4.6706,,77.181804,61.115611,1884.0,235812.0,,0.72,,,12.39,,,8.97,,,-37.75
2020-03-26,772.5,-35.83,69.55,100.0,0.1643,7.126,162.7,59.6187,1.2109,59.5754,1.029,,137.8715,174.6095,0.506,-37.197,1.3714,29.4134,1.7794,1.919,,,,,,,,,,,,,-5.6742,4.5344,,77.181809,61.115584,1894.0,235812.0,,0.75,,,12.41,,,9.76,,,-35.62
2020-03-27,782.7,-31.49,72.39,100.0,0.2582,11.45,187.0,50.9099,1.6146,53.7398,1.372,,177.3647,192.1672,0.8173,-31.7249,0.581,8.2177,1.8144,1.981,,,,,,,,,,,,,-5.5434,4.6287,,77.181798,61.115671,1901.0,235813.0,,0.9,,,12.42,,,,,,-31.29
2020-03-28,792.9,-34.0,70.7,100.0,0.1951,10.55,167.8,104.5061,2.0182,71.0027,1.715,,149.0978,182.19,0.5777,-34.7295,1.2839,23.0349,1.819,1.981,,,,,,,,,,,,,-5.6614,4.6654,,77.181792,61.115675,1891.0,235812.0,,0.79,,,12.44,,,,,,-33.85
2020-03-29,794.2,-26.8,75.35,100.0,0.4132,9.5,175.4,73.3969,2.4219,65.935,2.058,,185.431,205.5284,0.7404,-27.5943,2.5137,22.5494,1.7294,1.802,,,,,,,,,,,,,-5.512,4.5584,,77.181819,61.115653,1887.0,235811.0,,0.85,,,12.39,,,9.95,,,-26.62
2020-03-30,792.0,-27.46,75.11,100.0,0.3875,6.945,146.5,106.3258,2.8255,76.7841,2.401,,157.2622,198.6953,0.4506,-29.4536,4.1439,41.2022,1.7669,1.815,,,,,,,,,,,,,-5.4226,4.2877,,77.181815,61.115622,1886.0,235812.0,,0.8,,,12.46,,,9.75,,,-27.74
2020-03-31,794.2,-29.82,73.58,100.0,0.3031,3.562,169.0,98.7002,3.2292,77.9584,2.744,,167.0612,192.3476,0.6419,-31.567,1.4849,18.3601,1.7942,1.825,,,,,,,,,,,,,-5.4905,3.8405,,77.181809,61.115669,1890.0,235811.0,,0.79,,,12.5,,,9.56,,,-30.56
2020-04-01,791.9,-26.64,75.62,100.0,0.4212,5.159,168.3,77.2964,3.6328,77.3261,3.087,,180.2764,203.1214,0.6775,-28.2887,2.8207,25.5971,1.7917,1.823,,,,,,,,,,,,,-5.5607,4.1125,,77.181831,61.115684,1887.0,235811.0,,0.68,,,12.51,,,9.55,,,-27.05
2020-04-02,814.0,-31.74,72.49,100.0,0.2418,2.405,199.4,72.7903,4.0365,70.0903,3.43,,168.1641,187.2513,0.7209,-33.2379,0.662,10.0065,1.7881,1.84,,,,,,,,,,,,,-5.5674,3.9522,,77.181816,61.115631,1888.0,235810.0,,0.65,,,12.53,,,9.56,,,-32.52
2020-04-03,816.0,-28.76,74.27,100.0,0.3292,1.333,199.4,68.0243,4.4401,68.916,3.773,,170.7466,190.6484,0.6464,-32.1525,0.2285,2.8154,1.7896,1.829,,,,,,,,,,,,,-5.5955,3.9236,,77.181809,61.115733,1884.0,235811.0,,0.72,,,12.48,,,9.75,,,-29.93
2020-04-04,816.0,-28.49,74.5,100.0,0.3385,3.598,101.0,78.6828,4.8438,80.0361,4.1161,,171.3282,193.2989,0.6434,-31.3019,2.4299,28.4385,1.7547,1.796,,,,,,,,,,,,,-5.3918,3.9081,,77.18182,61.115637,1890.0,235811.0,,0.71,,,12.64,,,9.95,,,-29.87
2020-04-05,814.0,-27.46,75.15,100.0,0.377,4.77,105.1,92.721,5.2474,93.4056,4.4591,,170.4468,197.739,0.5974,-29.8793,3.3252,34.6033,1.783,1.824,,,,,,,,,,,,,-5.4838,4.107,,77.181825,61.115623,1890.0,235810.0,,0.71,,,12.64,,,9.76,,,-28.1
2020-04-06,807.0,-23.97,77.36,100.0,0.5401,4.662,172.0,61.0659,5.651,66.0072,4.8021,,214.8858,215.0872,0.9595,-24.9733,2.0848,14.7082,1.7536,1.801,,,,,,,,,,,,,-5.5264,4.1314,,77.181811,61.115712,1887.0,235811.0,,0.75,,,12.67,,,9.95,,,-23.9
2020-04-07,797.1,-24.27,77.25,100.0,0.5308,2.925,165.9,92.5477,6.0547,80.3071,5.1451,,192.5087,211.0245,0.726,-25.988,1.9099,14.0371,1.7869,1.815,,,,,,,,,,,,,-5.5464,4.1595,,77.181813,61.115713,1885.0,235810.0,,0.76,,,12.74,,,9.95,,,-24.63
2020-04-08,793.4,-23.72,77.88,100.0,0.5631,5.508,102.4,178.7695,6.4583,112.2855,5.4881,,157.9899,202.1202,0.3288,-28.3917,8.9491,70.4536,1.7822,1.815,,,,,,,,,,,,,-5.5603,4.1866,,77.181789,61.115598,1888.0,235809.0,,0.77,,,12.82,,,9.95,,,-26.0
2020-04-09,801.3667,-26.1042,76.065,100.0,0.4643,6.6432,177.4417,106.4446,123.0019,104.0564,104.5227,,172.7366,206.1548,0.5728,-27.3599,2.4424,19.7823,1.7585,1.8072,,,,,,,,,,,,,-5.6737,4.4065,,77.181807,61.115698,1892.25,145809.5,,0.78,,,12.98,,,10.15,,,-25.6533
2020-04-10,797.5125,-26.6933,75.5825,100.0,0.4478,4.2408,138.3958,228.4807,160.7945,134.3077,136.6375,,145.1979,192.9624,0.2895,-31.2284,5.0472,52.2707,1.7816,1.8302,,,,,,,,,,,,,-5.5766,4.0573,,77.1818,61.115647,1886.5,145809.25,,0.76,,,13.22,,,9.56,,,-28.6704
2020-04-11,799.525,-28.3442,74.4858,100.0,0.3962,6.4072,128.9125,211.8733,166.9554,140.6458,141.8728,,140.2639,194.0154,0.2868,-30.9134,5.2084,47.2131,1.7679,1.8185,,,,,,,,,,,,,-5.7212,4.4914,,77.181803,61.115686,1887.5,145809.25,,0.79,,,13.33,,,10.1,,,-28.3979
2020-04-12,788.9083,-21.6083,79.3188,100.0,0.7446,7.1472,133.2875,153.247,151.1105,127.5771,128.4083,,176.3752,218.0803,0.4476,-23.8612,8.915,43.9662,1.7661,1.7905,,,,,,,,,,,,,-5.552,4.3447,,77.181818,61.11571,1885.25,145809.25,,0.74,,,13.32,,,10.54,,,-21.5517
2020-04-13,777.7833,-14.1429,86.0375,100.0,1.4427,6.1459,202.6,122.2455,125.4923,107.406,107.6279,0.8645,238.4417,248.1505,0.8217,-15.8739,10.8154,30.3442,1.7524,1.7648,,,,,,,,,,,,,-5.4118,3.6659,,77.181809,61.115702,1887.25,145808.5,,0.76,,,13.25,,,65.42,,,-14.5225
2020-04-14,783.0625,-16.36,84.0167,100.0,1.1676,10.0742,211.7292,120.6091,130.091,109.2571,109.1972,,228.8026,243.1475,0.8113,-17.1456,4.247,14.2836,1.7415,1.7755,,,,,,,,,,,,,-4.4194,5.0553,,77.18181,61.115686,1886.75,145808.5,,0.72,,,13.23,,,10.64,,,-16.4392
2020-04-15,784.6167,-20.825,79.7042,100.0,0.7595,9.699,183.6375,158.1337,163.5501,130.3735,130.3735,0.7944,195.8767,227.501,0.6328,-21.22,1.8231,13.4798,1.719,1.8005,,,,,,,,,,,,,-5.7504,4.7164,,77.181795,61.115622,1888.5,145808.5,,0.71,,,13.17,,,10.28,,,-20.2958
2020-04-16,776.2833,-23.1217,78.4658,100.0,0.6646,7.5947,159.7542,165.903,167.5359,131.1279,133.7401,0.8123,170.5665,216.0237,0.4358,-24.4488,4.3354,27.785,1.719,1.8035,,,,,,,,,,,,,-5.0991,3.1415,,77.181805,61.115646,1886.0,145808.5,,0.75,,,13.62,,,10.64,,,-22.6271
2020-04-17,774.1875,-21.3288,79.2258,100.0,0.7376,5.826,144.3542,198.6075,203.518,152.7734,148.0643,0.7165,175.7006,221.4562,0.435,-22.7797,3.6376,21.7161,1.7222,1.803,,,,,,,,,,,,,-5.1959,4.0434,,77.181802,61.115679,1887.25,145807.75,,0.78,,,14.44,,,10.89,,,-21.0129
2020-04-18,770.9,-22.8733,78.3754,100.0,0.6672,7.1685,170.9375,148.3723,179.0359,129.4555,128.8833,,187.0648,218.3527,0.6093,-23.8601,2.0228,13.5184,1.7249,1.8095,,,,,,,,,,,,,-4.925,4.6454,,77.181805,61.115709,1887.25,145807.25,,0.78,,,13.8,,,66.3,,,-22.4783
2020-04-19,782.4375,-21.7638,78.8392,100.0,0.6927,9.6129,185.7625,182.1944,197.3213,148.5423,144.2243,0.7426,188.6978,223.9082,0.5913,-22.1671,1.855,10.7149,1.7484,1.8072,,,,,,,,,,,,,-4.6862,3.9014,,77.181802,61.115693,1890.5,145807.25,,0.72,,,14.01,,,10.47,,,-21.2171
2020-04-20,790.5042,-22.4858,78.4917,100.0,0.6473,10.6985,191.2708,176.8428,189.1889,149.2465,149.2465,0.8011,198.4024,222.483,0.722,-22.6735,1.0636,4.342,1.708,1.7858,,,,,,,,,,,,,-5.1438,4.5073,,77.181806,61.11568,1889.5,145807.25,,0.72,,,14.4,,,10.79,,,-21.9
2020-04-21,798.1042,-16.24,83.9292,100.0,1.1528,10.409,193.025,165.3176,173.7983,139.8516,140.3204,0.8195,225.1057,245.4671,0.7676,-16.4866,1.5411,6.5051,1.7292,1.7858,,,,,,,,,,,,,-4.8292,4.6303,,77.181795,61.11569,1890.75,145807.5,,0.7,,,13.62,,,10.59,,,-15.6788
2020-04-22,797.5042,-13.8321,86.3458,100.0,1.4474,6.7311,162.2125,181.3566,208.954,165.466,159.6907,0.7606,212.357,251.6611,0.5361,-14.7424,7.0816,21.0349,1.7268,1.7812,,,,,,,,,,,,,-4.8841,3.8405,,77.1818,61.115632,1889.25,145806.5,,0.71,,,14.64,,,11.13,,,-13.1917
2020-04-23,797.4125,-13.0179,87.0958,100.0,1.5743,8.4348,177.025,170.0396,174.7877,150.862,150.862,0.8762,224.4015,256.1657,0.6276,-13.6794,6.2472,17.4758,1.7329,1.78,,,,,,,,,,,,,-5.1126,4.3764,,77.181809,61.115676,1889.0,145806.5,,0.73,,,13.66,,,11.0,,,-12.4575
2020-04-24,807.2917,-12.6288,87.1625,100.0,1.6044,7.346,182.7208,229.31,219.9454,186.1954,171.9922,0.7806,205.3608,255.4907,0.4123,-13.7009,8.8727,25.1064,1.7325,1.7818,,,,,,,,,,,,,-5.0506,4.1196,,77.181805,61.11566,1890.75,145806.25,,0.73,,,14.83,,,11.39,,,-11.7945
2020-04-25,801.5833,-12.5108,87.3875,100.0,1.6558,8.0009,163.4333,227.9037,227.6856,192.0133,176.2425,0.775,197.7075,255.6432,0.3256,-13.6428,6.493,18.8912,1.7363,1.7798,,,,,,,,,,,,,-5.5281,4.1708,,77.181798,61.115644,1889.0,145806.25,,0.72,,,14.7,,,11.26,,,-11.7008
2020-04-26,796.9792,-12.2183,87.7667,100.0,1.6872,8.5871,165.3833,201.4508,203.8417,166.5088,166.5088,0.8398,225.227,259.7139,0.6034,-12.7625,5.0482,13.8488,1.738,1.7825,,,,,,,,,,,,,-5.5407,4.6792,,77.181794,61.115654,1887.0,145805.5,,0.72,,,14.05,,,108.87,,,-11.5671
2020-04-27,787.3167,-11.6433,88.3042,100.0,1.783,9.2884,190.0125,180.2286,187.1363,155.6647,155.6647,0.8372,242.5919,263.7976,0.7628,-11.8307,1.842,5.3244,1.7412,1.7828,,,,,,,,,,,,,-5.4255,4.8269,,77.181798,61.115643,1887.5,145805.25,,0.72,,,14.29,,,10.98,,,-10.9479
2020-04-28,788.5583,-18.4242,81.4238,100.0,0.983,9.5398,208.325,205.0072,208.6699,172.0438,172.0438,0.8099,204.2217,237.988,0.628,-18.3893,-0.7174,-2.2876,1.7415,1.8138,,,,,,,,,,,,,-4.8282,4.8929,,77.181807,61.115668,1891.0,145805.5,,0.7,,,14.54,,,10.89,,,-17.8108
2020-04-29,796.725,-26.2075,75.9937,100.0,0.4452,11.43,202.9875,177.7758,180.3307,155.9752,155.9752,0.8713,192.3679,210.9833,0.7928,-26.0305,-1.2484,-8.0727,1.6974,1.8152,,,,,,,,,,,,,-2.8021,3.3498,,77.181814,61.115662,1886.25,145805.5,,0.68,,,14.61,,,11.09,,,-25.7362
2020-04-30,792.55,-21.0812,79.0404,100.0,0.7378,15.0192,206.1375,198.2564,203.8389,175.029,175.029,0.8548,221.5299,229.1374,0.92,-20.9711,-0.668,-1.8843,1.7433,1.8215,,,,,,,,,,,,,-5.0965,5.4759,,77.181806,61.115656,1888.75,145805.25,,0.69,,,14.52,,,40.36,,,-20.6017
2020-05-01,791.8458,-17.8208,81.55,100.0,1.0013,9.4139,204.4333,200.8503,206.9232,173.2328,173.2328,0.8439,226.664,240.5034,0.8473,-17.8429,0.5142,3.1478,1.739,1.8082,,,,,,,,,,,,,-5.0423,4.0779,,77.181807,61.11566,1888.5,145804.25,,0.72,,,14.56,,,11.13,,,-17.1196
2020-05-02,791.7583,-15.5983,83.8292,100.0,1.2341,8.5813,182.2208,223.8489,229.8832,188.4542,188.4542,0.8185,220.0835,247.4364,0.6886,-15.9253,0.7576,4.1486,1.7361,1.8005,,,,,,,,,,,,,-4.6874,4.1487,,77.1818,61.115656,1886.0,145804.25,,0.69,,,14.57,,,11.06,,,-14.8696
2020-05-03,781.5708,-17.7421,80.8525,100.0,1.0426,6.3574,158.025,240.1545,249.781,199.0357,196.9053,0.7988,190.2818,237.4263,0.4546,-18.4249,2.4791,11.569,1.71,1.8105,,,,,,,,,,,,,-5.0496,3.9853,,77.1818,61.115697,1887.75,145804.25,,0.74,,,14.69,,,10.8,,,-16.6725
2020-05-04,782.0333,-20.6196,77.7367,100.0,0.7837,5.503,173.075,285.0173,283.5494,224.9729,217.8403,0.7622,168.5885,226.2193,0.3311,-21.3608,2.3909,13.7781,1.7066,1.8228,,,,,,,,,,,,,-4.8478,4.074,,77.181795,61.11564,1886.25,145804.0,,0.73,,,14.64,,,10.84,,,-19.4167
2020-05-05,793.6167,-23.955,76.0088,100.0,0.556,7.5628,189.0167,269.1392,278.353,216.0772,216.0772,0.7774,168.3762,216.1292,0.45,-24.2822,-0.1543,1.7794,1.711,1.8358,,,,,,,,,,,,,-4.6507,4.6636,,77.181807,61.115725,1892.0,145803.5,,0.74,,,14.4,,,27.96,,,-22.9471
2020-05-06,795.5625,-25.1358,74.2892,100.0,0.5106,5.2211,190.6625,239.5158,251.4893,202.5448,202.5448,0.8148,179.3242,212.0763,0.6098,-25.64,0.3599,3.9856,1.7124,1.837,,,,,,,,,,,,,-4.7676,3.9944,,77.181805,61.115685,1887.75,145803.5,,0.84,,,14.75,,,10.74,,,-24.3617
2020-05-07,800.775,-24.1167,75.1708,100.0,0.5371,8.798,214.1375,242.8344,254.9015,207.4842,207.4842,0.8231,191.2209,217.8889,0.7062,-23.9399,-0.5782,-2.8011,1.7044,1.836,,,,,,,,,,,,,-4.4323,3.8781,,77.18181,61.115638,1890.0,145803.5,,0.8,,,14.69,,,29.36,,,-23.3658
2020-05-08,802.125,-25.3517,73.9958,100.0,0.4825,7.3602,164.9,280.985,289.4934,231.8789,231.8789,0.7986,172.2939,212.3036,0.5429,-25.4551,-0.1331,1.3282,1.7093,1.8408,,,,,,,,,,,,,-4.9584,4.3612,,77.18181,61.115743,1894.25,145803.25,,0.78,,,14.56,,,10.6,,,-24.3267
2020-05-09,799.0333,-26.2988,70.8625,100.0,0.4564,4.5342,130.825,330.1466,306.3907,255.3369,230.4912,0.7439,134.6897,203.6018,0.1631,-27.7978,1.7005,17.9324,1.7176,1.8478,,,,,,,,,,,,,-4.9077,4.1228,,77.181813,61.1157,1892.5,145803.0,,0.79,,,14.74,,,10.35,,,-24.9029
2020-05-10,801.2375,-28.6196,69.645,100.0,0.3673,4.5486,120.2167,321.5771,324.0501,259.4064,239.1245,0.7144,133.0741,197.4139,0.2172,-29.752,1.5177,15.8005,1.7183,1.8542,,,,,,,,,,,,,-4.8779,4.325,,77.181804,61.115674,1888.25,145802.25,,0.85,,,14.71,,,10.35,,,-27.6496
2020-05-11,802.0833,-25.1038,68.9092,100.0,0.5442,8.2343,141.0958,330.7915,323.1211,270.012,246.5063,0.7563,135.1805,209.4766,0.1189,-26.0975,3.8402,25.4894,1.7134,1.836,,,,,,,,,,,,,-5.0562,3.6993,,77.181804,61.115711,1887.0,145802.25,,0.83,,,14.74,,,10.65,,,-24.0321
2020-05-12,806.2917,-8.7765,79.9112,100.0,2.3687,3.9128,154.8375,253.7291,273.5005,220.6128,220.6128,0.7544,240.8321,267.4252,0.6166,-10.9646,8.0566,16.9918,1.7191,1.788,,,,,,,,,,,,,-4.833,4.03,,77.181812,61.115714,1889.75,145802.5,,0.84,,,14.57,,,10.78,,,-8.1968
2020-05-13,807.1667,-12.2399,77.0388,100.0,1.7232,3.7552,131.2667,240.7691,342.6722,264.2717,264.2717,0.7628,193.7929,256.3408,0.2718,-13.446,2.9064,10.5998,1.7107,1.797,,,,,,,,,,,,,-4.8686,4.0164,,77.181799,61.11572,1891.0,145802.5,,0.82,,,14.7,,,76.94,,,-9.9139
2020-05-14,802.9583,-12.5028,83.7642,100.0,1.7805,4.3276,154.8125,248.3788,269.1657,234.362,234.362,0.8685,230.7882,259.4976,0.6657,-13.0009,1.9998,4.4479,1.7014,1.788,,,,,,,,,,,,,-4.8294,4.1611,,77.181802,61.115699,1889.5,145801.75,,0.84,,,14.66,,,143.78,,,-10.8123
2020-05-15,805.2917,-7.5093,89.2708,100.0,2.5057,6.2169,191.8583,248.9117,248.2803,222.4183,222.4183,0.8756,266.2894,281.2842,0.8323,-7.6518,1.4404,2.569,1.6989,1.7665,,,,,,,,,,,,,-4.8553,4.2522,,77.181806,61.115703,1891.0,145801.25,,0.83,,,14.62,,,143.43,,,-6.2983
