time,p_u,p_l,t_u,t_l,rh_u,rh_u_cor,qh_u,rh_l,rh_l_cor,qh_l,wspd_u,wspd_l,wdir_u,wdir_l,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dlhf_l,dshf_u,dshf_l,z_boom_u,z_boom_l,precip_u,precip_u_cor,precip_l,precip_l_cor,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,t_i_9,t_i_10,t_i_11,tilt_x,tilt_y,rot,gps_lat,gps_lon,gps_alt,gps_time,gps_hdop,batt_v,fan_dc_u,fan_dc_l,t_rad
2022-06-21 06:00:00,791.8,790.8,-10.25,-10.38,87.2,100.0,1.9976,88.8,100.0,1.9771,2.502,2.231,339.4,334.9,257.9515,232.0026,205.2083,205.2083,,202.7804,254.9833,0.2874,-13.7813,3.656,3.8725,8.4936,9.0082,3.7624,2.5658,0.0,0.0,0.0,0.0,-9.92,-16.48,-20.12,-22.23,-23.79,-24.92,-25.81,-26.7,-26.29,-25.72,-25.56,1.7523,-1.9119,219.3,78.528892,56.843924,1993.0,70036.0,0.81,13.69,66.47,65.77,-7.854
2022-06-21 07:00:00,791.7,790.6,-10.83,-11.25,87.4,100.0,1.8971,90.0,100.0,1.8296,1.061,0.762,351.6,349.3,215.9928,199.5008,177.1577,177.1577,,224.9711,255.493,0.5443,-13.822,0.3179,0.0,0.7596,0.0,3.7572,2.5586,0.0,0.0,0.0,0.0,-9.98,-16.45,-20.12,-22.23,-23.79,-24.92,-25.82,-26.71,-26.3,-25.72,-25.56,1.7429,-1.9167,219.1,78.528792,56.844104,1970.0,80037.0,0.93,13.82,66.8,66.03,-7.213
2022-06-21 08:00:00,791.8,790.8,-9.92,-10.0,86.3,100.0,2.0571,88.7,100.0,2.0451,0.494,0.367,356.8,347.4,244.115,236.6091,210.9375,210.9375,,263.167,276.9677,0.9052,-8.6786,0.0,0.0,0.0,0.0,3.7392,2.549,0.0,0.0,0.0,0.0,-9.99,-16.41,-20.11,-22.23,-23.8,-24.93,-25.82,-26.71,-26.3,-25.73,-25.56,1.7381,-1.9,219.2,78.528781,56.844018,1954.0,90036.0,0.79,14.35,67.83,67.96,-4.478
2022-06-21 09:00:00,791.8,790.8,-8.45,-8.43,89.2,100.0,2.3424,91.1,100.0,2.3495,2.62,2.583,15.27,4.39,257.5921,257.0502,230.0595,230.0595,0.895,273.2288,282.6983,0.9464,-7.3546,,-5.6181,,-9.0483,,2.5566,0.0,0.0,0.0,0.0,-9.99,-16.38,-20.11,-22.24,-23.8,-24.93,-25.83,-26.72,-26.31,-25.73,-25.56,1.731,-1.8833,218.7,78.528813,56.844164,1969.0,100036.0,0.76,14.48,68.77,68.25,-4.398
2022-06-21 10:00:00,791.6,790.6,-8.38,-8.33,89.0,100.0,2.3575,90.4,100.0,2.3709,3.414,3.4,1.966,352.9,328.6613,327.7943,296.2054,296.2054,0.9036,273.6486,284.1472,0.9478,-7.0076,-8.5506,-8.7235,-13.515,-13.8543,3.7481,2.5541,0.0,0.0,0.0,0.0,-9.92,-16.34,-20.1,-22.24,-23.81,-24.94,-25.83,-26.72,-26.31,-25.74,-25.57,1.7286,-1.8809,219.5,78.528822,56.844232,1969.0,110036.0,0.75,15.41,72.46,72.54,-4.639
2022-06-21 11:00:00,791.5,790.5,-8.45,-8.35,88.4,100.0,2.3433,89.9,100.0,2.367,3.014,3.0,5.437,354.7,360.2875,359.2098,323.3631,323.3631,0.9002,273.2319,284.576,0.9465,-6.9012,-8.9847,-8.8356,-14.2199,-14.0037,3.7477,2.554,0.0,0.0,0.0,0.0,-9.85,-16.31,-20.09,-22.24,-23.81,-24.94,-25.84,-26.72,-26.32,-25.74,-25.57,1.7239,-1.8713,218.3,78.528792,56.84398,1959.0,120036.0,0.87,15.79,73.15,71.71,-3.901
2022-06-21 12:00:00,791.4,790.4,-8.4,-8.28,88.0,100.0,2.3539,89.6,100.0,2.3819,3.175,3.13,25.41,13.98,421.204,419.606,374.7768,374.7768,0.8932,272.1907,285.4087,0.9334,-6.6934,-10.4714,-10.1648,-16.4354,-15.9524,3.7421,2.5534,0.0,0.0,0.0,0.0,-9.71,-16.28,-20.09,-22.24,-23.81,-24.95,-25.84,-26.73,-26.33,-25.74,-25.57,1.7216,-1.8713,218.8,78.528822,56.844318,1975.0,130037.0,0.69,15.88,75.93,73.61,-3.838
2022-06-21 13:00:00,791.4,790.3,-8.18,-8.1,87.6,100.0,2.3998,89.5,100.0,2.4201,2.807,2.752,28.25,16.3,430.6379,428.8934,385.8631,385.8631,0.8997,272.3581,286.1797,0.9255,-6.5096,-9.5748,-9.462,-14.7815,-14.6343,3.7446,2.5533,0.0,0.0,0.0,0.0,-9.62,-16.25,-20.08,-22.24,-23.81,-24.95,-25.85,-26.73,-26.33,-25.74,-25.57,1.7144,-1.8523,219.1,78.528794,56.844081,1973.0,140036.0,0.89,15.95,74.77,73.5,-3.24
2022-06-21 14:00:00,791.3,790.2,-7.967,-7.9,86.0,100.0,2.4454,88.5,100.0,2.4632,2.674,2.536,72.58,63.57,484.9955,482.8744,434.003,434.003,0.8988,271.8851,289.1423,0.9111,-5.7986,-12.9469,-12.7104,-19.3509,-19.0184,3.7481,2.5562,0.0,0.0,0.0,0.0,-9.46,-16.22,-20.07,-22.24,-23.82,-24.96,-25.85,-26.73,-26.34,-25.75,-25.57,1.7024,-1.8474,220.1,78.528832,56.844174,1980.0,150036.0,0.79,15.96,74.06,74.09,-2.104
2022-06-21 15:00:00,791.1,790.0,-7.683,-7.617,81.9,100.0,2.5075,85.7,100.0,2.5255,3.553,3.372,71.48,61.19,525.876,522.1309,461.3095,461.3095,0.8835,265.4253,289.9312,0.8311,-5.5652,-15.3552,-15.2044,-22.4611,-22.278,3.8408,2.5586,0.0,0.0,0.0,0.0,-9.35,-16.2,-20.06,-22.24,-23.82,-24.96,-25.86,-26.74,-26.34,-25.75,-25.57,1.6929,-1.8594,220.4,78.528848,56.844211,1976.0,160036.0,0.95,16.4,78.52,76.21,-2.137
