# NEAD 1.0 UTF-8
# [HEADER]
# station_id = 803064FE
# station_name = GC-NET GOES station Dye-II
# srid = EPSG:4326
# geometry = POINTZ (46.2831 66.4806 2099)
# nodata_value = -999
# tz = 0
# column_delimiter = ,
# fields = timestamp,ISWR,OSWR,NSWR,TA1,TA2,RH1,RH2,VW1,VW2,DW1,DW2,P,HS1,HS2,V
# units_offset = 0,0,0,0,273.15,273.15,0,0,0,0,0,0,0,0,0,0
# units_multiplier = 1,1,1,1,1,1,0.01,0.01,1,1,1,1,100,1,1,1
# display_units = time,W/m2,W/m2,W/m2,°C,°C,%,%,m/s,m/s,°,°,mbar,m,m,V
# display_description = timestamp_iso,short_wave_incoming_radiation,short_wave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_2,wind_direction_1,wind_direction_2,atmospheric_pressure,snow_height_1,snow_height_2,battery_voltage
# database_fields = timestamp_iso,swin,swout,netrad,airtemp1,airtemp2,rh1,rh2,windspeed1,windspeed2,winddir1,winddir2,pressure,sh1,sh2,battvolt
# database_fields_data_types = timestamp,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real
# 
# [DATA]
# 
1996-07-04 20:00:00+00,379,280.57,20.49,-1.27,-2.47,-999,-999,0,0,0,0,400,-999,-999,-999
1996-07-04 21:00:00+00,332.2,264.32,7.45,-2.14,-2.52,80.13,78.72,2.36,-999,307.3,-999,400,-999,-999,-999
1996-07-04 22:00:00+00,186.6,148.51,-2.12,-2.46,-2.81,82.73,81.66,1.89,2,306.7,-999,-999,-0.01,-0.01,-999
1996-07-04 23:00:00+00,134,106.29,-5.54,-2.24,-2.99,83.33,86.43,1.47,1.55,279.6,-999,-999,-0.01,-0.01,-999
1996-07-05 00:00:00+00,65.4,51.93,-13.19,-3,-3.13,88.42,88.36,1.28,1.36,172.7,-999,-999,0,0,-999
1996-07-05 01:00:00+00,29,23.72,-36.37,-4.53,-4.53,94.48,94.52,1.77,1.87,232.1,-999,-999,0,0,-999
1996-07-05 02:00:00+00,8.2,6.35,-13.67,-5.5,-5.48,99.04,98.94,1.49,1.57,227.8,-999,-999,0,0,-999
1996-07-05 03:00:00+00,4,2.8,-11.84,-5.56,-5.55,98.19,98.11,1.83,1.93,190,-999,-999,0,0,-999
1996-07-05 04:00:00+00,4.2,2.8,-13.71,-6.09,-6.07,98.61,98.67,2.6,2.75,159.4,-999,-999,0,0,-999
1996-07-05 05:00:00+00,8.8,6.91,-9.34,-6.16,-6.14,96.52,96.25,2.36,2.5,164.2,-999,-999,0,0,-999
1996-07-05 06:00:00+00,22.2,17,-5.1,-6.71,-6.72,90.8,90.29,3.2,3.39,149,-999,-999,0,0,-999
1996-07-05 07:00:00+00,61.2,47.63,0.8,-7.01,-7.03,88.63,87.94,4.42,4.68,151,-999,-999,0,-0.01,-999
1996-07-05 08:00:00+00,79.8,62.95,-28.27,-8.09,-8.08,88.37,87.91,5.08,5.38,145,-999,-999,0,0,-999
1996-07-05 09:00:00+00,270.2,215.19,-7.89,-7.69,-7.72,85.6,85.26,5.32,5.63,150.8,-999,-999,-0.01,-0.01,-999
1996-07-05 10:00:00+00,446.2,354.17,14.67,-6.6,-6.73,84.08,83.99,5.43,5.74,160.2,-999,-999,-0.01,-0.01,-999
1996-07-05 11:00:00+00,488.8,385.93,16.23,-5.85,-6.05,84.18,84.05,6.25,6.62,167.9,-999,-999,-0.01,-0.01,-999
1996-07-05 12:00:00+00,629.4,493.9,41.29,-5.38,-5.64,84.85,84.82,6.65,7.04,169.3,-999,-999,-0.01,-0.01,-999
1996-07-05 13:00:00+00,709.2,555.36,40.02,-4.72,-4.98,81.81,81.34,5.98,6.33,164.8,-999,-999,-0.01,-0.01,-999
1996-07-05 14:00:00+00,732.8,573.85,40.53,-4.38,-4.67,75.62,73.85,6.29,6.65,168.3,-999,-999,-0.01,-0.01,-999
1996-07-05 15:00:00+00,625.2,495.39,27.09,-4.17,-4.51,77.96,76.47,5.24,5.54,179.3,-999,-999,-0.01,-0.01,-999
1996-07-05 16:00:00+00,710.6,566,28.13,-3.52,-3.95,85.47,85.19,4.94,5.23,188.3,-999,-999,-0.01,-0.01,-999
1996-07-05 17:00:00+00,574.8,466.63,10.04,-2.97,-3.12,88.71,86.51,4.51,4.77,210.4,-999,-999,-0.01,-0.01,-999
1996-07-05 18:00:00+00,454,371.17,1.37,-2.93,-2.65,91.38,86.55,4.54,4.8,229.6,-999,-999,-0.01,-0.01,-999
1996-07-05 19:00:00+00,407.6,333.44,1.92,-2.25,-2.89,86.29,88.12,3.31,3.51,247.3,-999,-999,-0.01,-0.01,-999
1996-07-05 20:00:00+00,380.2,310.84,2.26,-0.49,-1.69,75.32,77.77,0.86,0.91,234,-999,-999,-0.02,-0.02,-999
1996-07-05 21:00:00+00,274,224.16,-1.06,-1.28,-1.86,80.64,81.33,1.23,1.3,132.7,-999,-999,-0.02,-0.01,-999
1996-07-05 22:00:00+00,218.6,180.08,1.21,-2.73,-2.87,93.6,93.81,3.31,3.51,146.2,-999,-999,-0.01,-0.02,-999
1996-07-05 23:00:00+00,126.2,104.42,-1.19,-3.18,-3.26,95.87,95.88,3.85,4.08,160.3,-999,-999,-0.01,-0.02,-999
1996-07-06 00:00:00+00,120,100.69,-3.7,-3.08,-3.11,95.19,95.07,5.46,5.78,156.1,-999,-999,-0.01,-0.01,-999
1996-07-06 01:00:00+00,20.4,17.19,-5.31,-3.86,-3.87,96.76,96.48,5.79,6.13,188.5,-999,-999,0,0,-999
1996-07-06 02:00:00+00,6.2,5.6,-2.52,-4.79,-4.8,99.23,98.99,4.25,4.51,240,-999,-999,0.03,-0.01,-999
1996-07-06 03:00:00+00,3.2,2.8,-8.84,-5.53,-5.45,98.82,98.57,2.55,2.71,200.9,-999,-999,0.04,-0.01,-999
1996-07-06 04:00:00+00,3.2,2.99,-22.73,-6.72,-6.23,98.6,99.3,2.7,2.87,165,-999,-999,0.04,-0.02,-999
1996-07-06 05:00:00+00,5.6,4.86,-5.9,-8.08,-7.74,99.01,99.71,2.45,2.61,163.3,-999,-999,0.03,-0.02,-999
1996-07-06 06:00:00+00,24.6,21.3,-7.56,-7.63,-7.13,98.36,98.85,2.66,2.83,145.2,-999,-999,0.03,-0.02,-999
1996-07-06 07:00:00+00,56.8,48.57,-3.19,-7.24,-7.05,97.83,97.8,2.44,2.59,111.8,-999,-999,0.03,-0.03,-999
1996-07-06 08:00:00+00,69.6,59.22,-9.22,-7.35,-7.23,97.03,96.62,3.4,3.61,124.8,-999,-999,0.03,-0.02,-999
1996-07-06 09:00:00+00,174.4,146.08,-3.79,-6.49,-6.44,94.65,93.32,3.76,3.99,126,-999,-999,0.03,-0.01,-999
